M0,M1,M2,M3,M4,M5,M6,zzM0,zzM1,zzM2,zzM3,zzM4,zzM5,zzM6,driftM0,driftM1,driftM2,driftM3,driftM4,driftM5,driftM6,MassDif_M1,MassDif_M2,MassDif_M3,MassDif_M4,MassDif_M5,MassDif_M6,CumulativeDiff_0,CumulativeDiff_1,CumulativeDiff_2,CumulativeDiff_3,CumulativeDiff_4,CumulativeDiff_5,CumulativeDiff_6,xdrift,mz,rt,cand,class,plant,FN,class_YB,ori_index
642.8448,310.0045,883.7944,423.216,0.0,0.0,0.0,0.041672543506542925,0.059475589544407875,0.0592629628268436,0.058829162734442976,4.0,4.0,4.0,-6,-9,-5,-7,100,100,100,1.003,1.0100000000000002,1.0039999999999996,,,,-0.006,0.997,2.007,3.011,,,,0.7390083445627053,775.4580581066483,1680.77734375,rej179,BL,Broc,N,U,1072
400.5693,181.6505,769.9304,358.4077,0.0,0.0,0.0,0.023834534760100345,0.026435886213512103,0.03752872865685347,0.03449777123298981,4.0,4.0,4.0,-7,-10,-5,-8,100,100,100,1.003,1.011,1.0029999999999997,,,,-0.006999999999999999,0.996,2.007,3.01,,,,2.950259875559061,775.4580581066483,1680.77734375,rej179,BL,Broc,N,U,1073
241.3985,566.1731,803.5153,838.2356,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,5,4,3,2,100,100,100,1.005,1.005,1.0049999999999994,,,,0.005,1.01,2.015,3.02,,,,0.0,981.5770321365125,1629.8,rej180,AL,Alf,Y,L,1074
211.7938,509.1186,689.3625,720.0027,0.0,0.0,0.0,0.002372802998812191,0.0016943665819810516,0.0014549200569151262,0.001537366342902653,4.0,4.0,4.0,3,2,1,1,100,100,100,1.005,1.005,1.0059999999999998,,,,0.003,1.008,2.013,3.0189999999999997,,,,0.5350000000000819,981.5770321365125,1629.8,rej180,AL,Alf,Y,L,1075
227.3921,576.7693,820.2455,824.2469,0.0,0.0,0.0,0.003057549428147739,0.0022985509510743576,0.003218503356383284,0.00288051135924398,4.0,4.0,4.0,4,4,3,2,100,100,100,1.006,1.005,1.0049999999999994,,,,0.004,1.01,2.015,3.02,,,,1.2470765814495075,981.5770321365125,1629.8,rej180,AL,Alf,Y,L,1076
114.7418,245.1223,391.6201,365.8044,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,3,1,3,1,100,100,100,1.004,1.0080000000000002,1.0039999999999996,,,,0.003,1.007,2.015,3.0189999999999997,,,,0.0,981.5770321365125,1629.8,rej180,BL,Broc,Y,L,1077
135.9832,265.3116,429.9369,427.0397,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,1,1,1,0,100,100,100,1.006,1.006,1.005,,,,0.001,1.007,2.013,3.018,,,,0.5199999999999818,981.5770321365125,1629.8,rej180,BL,Broc,Y,L,1078
125.8192,320.6185,428.6043,469.2634,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,-1,0,-1,-3,100,100,100,1.007,1.005,1.0039999999999996,,,,-0.001,1.006,2.011,3.015,,,,0.5149999999999864,981.5770321365125,1629.8,rej180,BL,Broc,Y,L,1079
0.7059776,3.8867991,1.6506613,3.8948325,12.7722093,0.0,0.0,0.13509688560399152,0.1155823559932182,0.2160447534984861,0.12335303491331605,0.08027316581254096,4.0,4.0,-2,2,7,13,14,100,100,1.01,1.011,1.0119999999999996,1.0070000000000006,,,-0.002,1.008,2.019,3.031,4.038,,,10.359221495846104,493.1450304696176,288.16814611816415,rej181,AL,Alf,N,U,1080
4.4805508000000005,0.7915021,,8.063553500000001,6.0868325,0.0,0.0,0.05231682426691677,0.12083770891609018,0.05414130634786818,0.09014884694796067,0.07189204271699018,4.0,4.0,-2,0,-10,14,14,100,100,1.008,0.9960000000000002,1.0299999999999994,1.0060000000000011,,,-0.002,1.006,2.002,3.032,4.038,,,17.212017603988205,493.1450304696176,288.16814611816415,rej181,AL,Alf,N,U,1081
,,1.037547,9.317713,9.67679,0.0,0.0,0.12022515169884004,0.1741572234714374,0.33347445814869137,0.03153637730694718,0.03660775216844235,4.0,4.0,-11,-1,2,12,11,100,100,1.016,1.0089999999999997,1.016,1.0050000000000003,,,-0.011,1.005,2.014,3.03,4.035,,,23.14199602454376,493.1450304696176,288.16814611816415,rej181,AL,Alf,N,U,1082
3317.5082,2871.2122,1838.8394,938.3967,411.4933,0.0,0.0,0.006063134397198603,0.005427946666983685,0.0060189210545984655,0.00516918687606507,0.00433549012818424,4.0,4.0,2,1,0,-1,-2,100,100,1.005,1.005,1.005,1.0050000000000003,,,0.002,1.007,2.012,3.017,4.022,,,0.0,493.1450304696176,288.16814611816415,rej181,BL,Broc,Y,L,1083
3524.0335,2987.8422,1828.1188,878.5818,387.3017,0.0,0.0,0.009592293867520887,0.010646025486060938,0.009399410053782477,0.010567229671266573,0.01065303599371248,4.0,4.0,2,1,0,-2,-3,100,100,1.005,1.005,1.004,1.005,,,0.002,1.007,2.012,3.016,4.021,,,0.5751086853803995,493.1450304696176,288.16814611816415,rej181,BL,Broc,Y,L,1084
3410.2532,3063.4826,2016.2812,947.063,458.9385,0.0,0.0,0.02054897832130316,0.02166803226464437,0.021628113709900063,0.01723972270267922,0.02232431147632497,4.0,4.0,0,-1,-2,-4,-5,100,100,1.005,1.005,1.0039999999999996,1.0050000000000003,,,0.0,1.005,2.01,3.014,4.019,,,0.0,493.1450304696176,288.16814611816415,rej181,BL,Broc,Y,L,1085
2.682805,2.327451,0.0,0.0,0.0,0.0,0.0,0.13509688560399152,0.1155823559932182,4.0,4.0,4.0,4.0,4.0,-7,21,100,100,100,100,100,1.0339999999999998,,,,,,-0.006999999999999999,1.027,,,,,,10.486393564996488,493.1450304696176,288.16814611816415,rej182,AL,Alf,N,U,1086
4.4805508000000005,0.7915021,0.0,0.0,0.0,0.0,0.0,0.05231682426691677,0.12083770891609018,4.0,4.0,4.0,4.0,4.0,-2,0,100,100,100,100,100,1.008,,,,,,-0.002,1.006,,,,,,4.419417382415921,493.1450304696176,288.16814611816415,rej182,AL,Alf,N,U,1087
1.173488,2.786041,0.0,0.0,0.0,0.0,0.0,0.12022515169884004,0.1741572234714374,4.0,4.0,4.0,4.0,4.0,-4,16,100,100,100,100,100,1.026,,,,,,-0.004,1.022,,,,,,31.317759338752165,493.1450304696176,288.16814611816415,rej182,AL,Alf,N,U,1088
3317.508,2871.212,0.0,0.0,0.0,0.0,0.0,0.006063134397198603,0.005427946666983685,4.0,4.0,4.0,4.0,4.0,2,1,100,100,100,100,100,1.005,,,,,,0.002,1.007,,,,,,0.0,493.1450304696176,288.16814611816415,rej182,BL,Broc,N,U,1089
3524.033,2987.842,0.0,0.0,0.0,0.0,0.0,0.009592293867520887,0.010646025486060938,4.0,4.0,4.0,4.0,4.0,2,1,100,100,100,100,100,1.005,,,,,,0.002,1.007,,,,,,0.0,493.1450304696176,288.16814611816415,rej182,BL,Broc,N,U,1090
3410.253,3063.483,0.0,0.0,0.0,0.0,0.0,0.02054897832130316,0.02166803226464437,4.0,4.0,4.0,4.0,4.0,0,-1,100,100,100,100,100,1.005,,,,,,0.0,1.005,,,,,,0.0,493.1450304696176,288.16814611816415,rej182,BL,Broc,N,U,1091
61.64469,173.17279,239.17551,226.31803,0.0,0.0,0.0,0.009698787848133406,0.0064670640450517035,0.004747021527332341,0.006142543185073417,4.0,4.0,4.0,0,-1,-2,-2,100,100,100,1.005,1.005,1.0059999999999998,,,,0.0,1.005,2.01,3.016,,,,0.5199999999999818,513.1576311404339,297.071533203125,rej183,AL,Alf,Y,L,1092
72.12845,165.30516,238.886,217.92599,0.0,0.0,0.0,0.0072829241743504435,0.006065024079711471,0.0057156881885872006,0.007566593311441623,4.0,4.0,4.0,-1,-1,-1,-2,100,100,100,1.006,1.006,1.005,,,,-0.001,1.005,2.011,3.016,,,,0.0,513.1576311404339,297.071533203125,rej183,AL,Alf,Y,L,1093
95.41243,228.76987000000003,310.54331,301.58961,0.0,0.0,0.0,0.005035450351164428,0.0040822903780889964,0.0037618503260697,0.003738148165479163,4.0,4.0,4.0,0,0,-1,-1,100,100,100,1.006,1.005,1.0059999999999998,,,,0.0,1.006,2.011,3.017,,,,0.0,513.1576311404339,297.071533203125,rej183,AL,Alf,Y,L,1094
32.968173,28.710301,22.792424,8.266186,0.0,0.0,0.0,0.02733940909488244,0.026597134581337632,0.03148763734473073,0.04695262709064983,4.0,4.0,4.0,14,14,13,9,100,100,100,1.006,1.005,1.0019999999999998,,,,0.014,1.02,2.025,3.0269999999999997,,,,5.685000000000002,513.1576311404339,297.071533203125,rej183,BL,Broc,N,U,1095
12.065417,6.106735,3.114047,6.709092999999998,0.0,0.0,0.0,0.0436611950127423,0.07744681639883426,0.15915475028901668,0.056850658417857663,4.0,4.0,4.0,10,9,4,-18,100,100,100,1.005,1.001,0.984,,,,0.01,1.015,2.016,3.0,,,,4.564642191161692,513.1576311404339,297.071533203125,rej183,BL,Broc,N,U,1096
10.759326,9.227215,7.696857,8.477771,0.0,0.0,0.0,0.12435794571654253,0.08203980269826898,0.09025375025791796,0.07211466641836721,4.0,4.0,4.0,11,6,10,-24,100,100,100,1.001,1.0099999999999998,0.972,,,,0.011,1.012,2.022,2.9939999999999998,,,,6.0012630615007545,513.1576311404339,297.071533203125,rej183,BL,Broc,N,U,1097
94.32972,78.52104,71.97617,72.30291,0.0,0.0,0.0,0.0293745772609264,0.006320733066770899,0.006714333116933662,0.008302948394579332,4.0,4.0,4.0,12,6,-2,-2,100,100,100,1.0,0.9980000000000002,1.0059999999999998,,,,0.012,1.012,2.01,3.016,,,,0.6004442799571897,683.2276106672062,286.5286560058594,rej184,AL,Alf,Y,L,1098
57.20305,70.15115,97.37105,96.97983,0.0,0.0,0.0,0.009119052541085904,0.007253949812577381,0.005977148494856989,0.007964441109030287,4.0,4.0,4.0,12,5,2,-1,100,100,100,0.9990000000000001,1.003,1.003,,,,0.012,1.011,2.014,3.017,,,,0.5249999999999773,683.2276106672062,286.5286560058594,rej184,AL,Alf,Y,L,1099
55.27891999999999,83.27951999999998,106.03169,118.49252,0.0,0.0,0.0,0.010208754850781331,0.006792139463853085,0.00942544103036902,0.013612305871821806,4.0,4.0,4.0,12,8,0,-1,100,100,100,1.002,0.998,1.005,,,,0.012,1.014,2.012,3.017,,,,1.045000000000016,683.2276106672062,286.5286560058594,rej184,AL,Alf,Y,L,1100
41.23329,95.75139,98.84555,76.14326,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,2,0,0,-1,100,100,100,1.004,1.006,1.005,,,,0.002,1.006,2.012,3.017,,,,1.3086379687802627,683.2276106672062,286.5286560058594,rej184,BL,Broc,Y,L,1101
56.79854,114.94659,136.2909,94.92599,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,0,1,0,-1,100,100,100,1.007,1.005,1.005,,,,0.0,1.007,2.012,3.017,,,,1.3165864954494937,683.2276106672062,286.5286560058594,rej184,BL,Broc,Y,L,1102
63.48119000000001,129.88698,148.35568999999995,127.73684,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,4.0,4.0,-3,-3,-4,-5,100,100,100,1.006,1.005,1.005,,,,-0.003,1.003,2.008,3.013,,,,0.0,683.2276106672062,286.5286560058594,rej184,BL,Broc,Y,L,1103
195.24112,156.9656,121.4174,131.46596,121.05027,74.87467,69.13965,0.021967779802034463,0.019734296070659886,0.036853255115200836,0.0378138167524223,0.03522102457486858,0.06010897348240419,0.03793501019501618,-8,-9,-9,-10,-10,-9,-8,1.005,1.0060000000000002,1.005,1.0060000000000002,1.0069999999999997,1.0069999999999997,-0.008,0.997,2.003,3.008,4.0139999999999985,5.021,6.028,1.9654152596479784,749.5347274194826,1651.9364013671875,rej185,AL,Alf,N,U,1104
180.75176,153.15005,143.37526,128.30633999999998,100.2408,76.66937,83.06745,0.045496407179512435,0.038878290320731,0.03304423401505733,0.04022704192267404,0.045409442655404385,0.05612248847802999,0.058963045862642165,-10,-10,-12,-11,-11,-13,-12,1.006,1.004,1.0069999999999997,1.0060000000000002,1.0040000000000004,1.0069999999999997,-0.01,0.996,2.0,3.0069999999999997,4.013,5.017,6.024,1.014936075866439,749.5347274194826,1651.9364013671875,rej185,AL,Alf,N,U,1105
285.6534,239.6982,223.2722,165.18599999999995,162.3853,117.9215,104.9506,0.027483560381374096,0.024273027655428343,0.03101069265911255,0.026175039950305425,0.037640963773094775,0.03715112885690622,0.03388209104546458,-5,-8,-9,-10,-8,-10,-9,1.003,1.005,1.005,1.008,1.0040000000000004,1.0069999999999988,-0.005,0.998,2.003,3.008,4.016,5.0200000000000005,6.026999999999999,1.9654152596479988,749.5347274194826,1651.9364013671875,rej185,AL,Alf,N,U,1106
453.7981,371.1968,403.6935,359.2763,326.646,232.8123,165.0014,0.011556830065628344,0.00810910553079855,0.026301442134380758,0.02574328526942654,0.039634496895451315,0.017766041896600058,0.0254369871752322,-10,-9,-10,-9,-10,-11,-11,1.007,1.0050000000000003,1.0069999999999997,1.0050000000000003,1.005,1.0059999999999991,-0.01,0.997,2.002,3.009,4.0139999999999985,5.019,6.025,1.6668976030480909,749.5347274194826,1651.9364013671875,rej185,BL,Broc,N,U,1107
931.2279,799.117,750.4788,694.0378,493.013,443.8005,341.4905,0.025373425877572187,0.02125897843494251,0.032293626387095355,0.028834055636781004,0.03497925946676677,0.029197525095805275,0.027744820347604164,-11,-12,-12,-11,-11,-11,-11,1.005,1.006,1.0069999999999997,1.0060000000000002,1.0060000000000002,1.0059999999999991,-0.011,0.994,2.0,3.0069999999999997,4.013,5.019,6.025,0.0,749.5347274194826,1651.9364013671875,rej185,BL,Broc,N,U,1108
733.2928,623.6706,521.3641,496.3652,458.9373,371.5705,277.6052,0.044962366570185264,0.029191875310165462,0.05155852915364288,0.03417221684842905,0.040249342808099255,0.03984498137577885,0.04284666134731574,-11,-11,-11,-12,-11,-12,-13,1.006,1.0059999999999998,1.005,1.0070000000000001,1.0050000000000008,1.004999999999999,-0.011,0.995,2.001,3.006,4.013,5.018000000000002,6.023,14.241701342987705,749.5347274194826,1651.9364013671875,rej185,BL,Broc,N,U,1109
61.64469,173.17279,239.17551,226.31803,232.32429,0.0,0.0,0.009698787848133406,0.0064670640450517035,0.004747021527332341,0.006142543185073417,0.009841198741066834,4.0,4.0,0,-1,-2,-2,-5,100,100,1.005,1.005,1.0059999999999998,1.003,,,0.0,1.005,2.01,3.016,4.019,,,2.7163983507578573,513.1576311404339,297.071533203125,rej186,AL,Alf,Y,L,1110
72.12845,165.30516,238.886,217.92599,181.50657,0.0,0.0,0.0072829241743504435,0.006065024079711471,0.0057156881885872006,0.007566593311441623,0.0037935537976792827,4.0,4.0,-1,-1,-1,-2,-3,100,100,1.006,1.006,1.005,1.005,,,-0.001,1.005,2.011,3.016,4.021,,,3.2870199269247014,513.1576311404339,297.071533203125,rej186,AL,Alf,Y,L,1111
95.41243,228.76987000000003,310.54331,301.58961,269.72416,0.0,0.0,0.005035450351164428,0.0040822903780889964,0.0037618503260697,0.003738148165479163,0.009922530402822849,4.0,4.0,0,0,-1,-1,-3,100,100,1.006,1.005,1.0059999999999998,1.004,,,0.0,1.006,2.011,3.017,4.021,,,3.7297613864696384,513.1576311404339,297.071533203125,rej186,AL,Alf,Y,L,1112
32.968173,28.710301,22.792424,8.266186,6.288481,0.0,0.0,0.02733940909488244,0.026597134581337632,0.03148763734473073,0.04695262709064983,0.015492420076944612,4.0,4.0,14,14,13,9,15,100,100,1.006,1.005,1.0019999999999998,1.012,,,0.014,1.02,2.025,3.0269999999999997,4.039,,,6.227605478833741,513.1576311404339,297.071533203125,rej186,BL,Broc,N,U,1113
4.080941,,7.360081,15.143524,41.762089,0.0,0.0,0.0436611950127423,0.07744681639883426,0.15915475028901668,0.056850658417857663,0.02052212494965823,4.0,4.0,8,13,4,-18,-18,100,100,1.011,0.997,0.984,1.0060000000000002,,,0.008,1.019,2.016,3.0,4.006,,,4.007203513673852,513.1576311404339,297.071533203125,rej186,BL,Broc,N,U,1114
1.1762709999999998,3.924806,2.35718,11.010489,46.055565,0.0,0.0,0.12435794571654253,0.08203980269826898,0.09025375025791796,0.07211466641836721,0.04106565997785764,4.0,4.0,6,8,10,-23,-16,100,100,1.008,1.0079999999999998,0.973,1.0130000000000003,,,0.006,1.014,2.022,2.995,4.008,,,5.2405028384688475,513.1576311404339,297.071533203125,rej186,BL,Broc,N,U,1115
6.4841817000000015,2.6835387,1.806611,0.4046751,0.4050215,0.0,0.0,0.01576833726931378,0.037178121536750416,0.031606768254272964,0.062103077243950734,0.029873563171573064,4.0,4.0,-3,-3,-6,-7,2,100,100,1.006,1.003,1.0049999999999994,1.015,,,-0.003,1.003,2.006,3.011,4.026,,,13.312299575956054,591.1338743247204,845.6483154296875,rej187,AL,Alf,N,U,1116
7.84109345,3.32820155,1.33000054,0.29274292,0.05170496,0.0,0.0,16.0,16.0,16.0,16.0,16.0,4.0,4.0,-2,-2,-6,-8,-2,100,100,1.006,1.0020000000000002,1.0039999999999996,1.0120000000000005,,,-0.002,1.004,2.006,3.01,4.022,,,11.88087833453401,591.1338743247204,845.6483154296875,rej187,AL,Alf,N,U,1117
7.4099808,4.2032421,1.8874708,0.2238626,0.3016166,0.0,0.0,0.016412649379037476,0.027463461487367308,0.030558793156441538,0.0970731694060327,0.10361240059895274,4.0,4.0,-1,-3,-5,-6,-1,100,100,1.004,1.004,1.005,1.0109999999999997,,,-0.001,1.003,2.007,3.012,4.023,,,7.705691403112394,591.1338743247204,845.6483154296875,rej187,AL,Alf,N,U,1118
,0.395398,12.095983,26.973035,36.675214,0.0,0.0,16.0,16.0,16.0,16.0,16.0,4.0,4.0,4,-10,-12,-24,24,100,100,0.992,1.004,0.9939999999999998,1.0540000000000005,,,0.004,0.996,2.0,2.9939999999999998,4.048,,,0.8988214505673594,591.1338743247204,845.6483154296875,rej187,BL,Broc,N,U,1119
0.1752,0.2819414,26.652443,57.48648620000001,67.476502,0.0,0.0,0.04953855185124235,0.1453029734462127,0.04144908984116573,0.04046302375996797,0.021402396044263517,4.0,4.0,-6,6,2,25,24,100,100,1.018,1.0019999999999998,1.029,1.0050000000000003,,,-0.006,1.012,2.014,3.043,4.048,,,18.331682137763586,591.1338743247204,845.6483154296875,rej187,BL,Broc,N,U,1120
0.4019284,0.354138,29.6445666,67.1921114,94.8652194,0.0,0.0,0.18553218473675429,0.05977858616234396,0.04933576067135026,0.013490820975108984,0.002853763999692645,4.0,4.0,-8,5,25,25,24,100,100,1.019,1.026,1.0059999999999998,1.0050000000000003,,,-0.008,1.011,2.037,3.043,4.048,,,13.225661798186119,591.1338743247204,845.6483154296875,rej187,BL,Broc,N,U,1121
2.1956764,8.971647,0.7335059,1.2968361000000002,,0.0,0.0,0.4831683837027666,0.18409867167609908,0.20562323439771069,0.26830751208505993,0.10265514220850286,4.0,4.0,-12,8,4,16,-15,100,100,1.026,1.002,1.0179999999999998,0.9750000000000004,,,-0.012,1.014,2.016,3.034,4.009,,,30.08896924123522,460.06446366658025,1375.6013793945312,rej188,AL,Alf,N,U,1122
0.26669683,8.62084467,0.08807935,4.49552208,1.25101273,0.0,0.0,0.6255557269274101,0.3933872174004643,0.6788485188545808,0.2852008986591492,0.11463478353629053,4.0,4.0,-21,7,-9,6,-15,100,100,1.0339999999999998,0.9900000000000002,1.0209999999999997,0.9850000000000008,,,-0.021,1.013,2.003,3.0239999999999996,4.009,,,16.55759734985722,460.06446366658025,1375.6013793945312,rej188,AL,Alf,N,U,1123
3.69881,8.457305999999999,2.417636,5.460806,,0.0,0.0,0.3295724866579155,0.27467055848350075,0.5309037251697338,0.2854015926374886,0.16265646730635624,4.0,4.0,-24,15,-9,-10,-8,100,100,1.045,0.9820000000000002,1.005,1.008,,,-0.024,1.021,2.003,3.008,4.016,,,24.709975313625907,460.06446366658025,1375.6013793945312,rej188,AL,Alf,N,U,1124
15.578920000000002,21.37575,12.30083,,2.28746,0.0,0.0,0.05330463008563425,0.07627711938971081,0.022665383745003227,0.1979718813623481,0.06602525125943409,4.0,4.0,0,-1,-2,-4,-7,100,100,1.005,1.005,1.0039999999999996,1.0030000000000006,,,0.0,1.005,2.01,3.014,4.017,,,14.70089555095196,460.06446366658025,1375.6013793945312,rej188,BL,Broc,N,U,1125
12.628615,12.997516,9.154236,5.19937,4.200495,0.0,0.0,0.056718267496365216,0.0972941333111646,0.03777746655721157,0.09657458322911444,0.10521916033977316,4.0,4.0,-1,-1,-2,-10,-8,100,100,1.006,1.005,0.9979999999999998,1.008,,,-0.001,1.005,2.01,3.008,4.016,,,1.2427912133580468,460.06446366658025,1375.6013793945312,rej188,BL,Broc,N,U,1126
12.455742,12.857797,8.917307000000003,5.203782,3.48518,0.0,0.0,0.0926196934663486,0.14670616892802066,0.08919636974803312,0.20788032058414352,0.22312343558195288,4.0,4.0,-3,-2,-6,-3,-6,100,100,1.007,1.0020000000000002,1.0089999999999997,1.003,,,-0.003,1.004,2.006,3.015,4.018,,,19.28926048349184,460.06446366658025,1375.6013793945312,rej188,BL,Broc,N,U,1127
458.5122,338.2335,0.0,0.0,0.0,0.0,0.0,0.003341541022781501,0.011277546832099672,4.0,4.0,4.0,4.0,4.0,-3,1,100,100,100,100,100,1.0099999999999998,,,,,,-0.003,1.007,,,,,,0.7353910524339837,698.4873307642987,1660.3822021484375,rej189,AL,Alf,N,U,1128
319.2651,297.2079,0.0,0.0,0.0,0.0,0.0,0.013702865918822542,0.020112984424663787,4.0,4.0,4.0,4.0,4.0,-3,-2,100,100,100,100,100,1.007,,,,,,-0.003,1.004,,,,,,0.0,698.4873307642987,1660.3822021484375,rej189,AL,Alf,N,U,1129
268.5812,211.312,0.0,0.0,0.0,0.0,0.0,0.010636905408963518,0.011176100977442559,4.0,4.0,4.0,4.0,4.0,-3,0,100,100,100,100,100,1.009,,,,,,-0.003,1.006,,,,,,1.8172644276495429,698.4873307642987,1660.3822021484375,rej189,AL,Alf,N,U,1130
1699.67,1099.375,0.0,0.0,0.0,0.0,0.0,0.0016009005754567204,0.002957130589665172,4.0,4.0,4.0,4.0,4.0,-4,-3,100,100,100,100,100,1.0070000000000001,,,,,,-0.004,1.003,,,,,,0.7283199846221247,698.4873307642987,1660.3822021484375,rej189,BL,Broc,N,U,1131
1981.851,1279.089,0.0,0.0,0.0,0.0,0.0,0.002768998327587124,0.003057363574823334,4.0,4.0,4.0,4.0,4.0,-5,-3,100,100,100,100,100,1.008,,,,,,-0.005,1.003,,,,,,0.7283199846222854,698.4873307642987,1660.3822021484375,rej189,BL,Broc,N,U,1132
2259.899,1407.763,0.0,0.0,0.0,0.0,0.0,0.003193025614701389,0.003361172900471899,4.0,4.0,4.0,4.0,4.0,-6,-4,100,100,100,100,100,1.008,,,,,,-0.006,1.002,,,,,,0.0,698.4873307642987,1660.3822021484375,rej189,BL,Broc,N,U,1133
94.32972,78.52104,71.97617,72.30291,71.93545999999998,0.0,0.0,0.0293745772609264,0.006320733066770899,0.006714333116933662,0.008302948394579332,0.005355550063556427,4.0,4.0,12,6,-2,-2,-4,100,100,1.0,0.9980000000000002,1.0059999999999998,1.0040000000000004,,,0.012,1.012,2.01,3.016,4.0200000000000005,,,0.5696314598053528,683.2276106672062,286.5286560058594,rej190,AL,Alf,Y,L,1134
57.20305,70.15115,97.37105,96.97983,84.905,0.0,0.0,0.009119052541085904,0.007253949812577381,0.005977148494856989,0.007964441109030287,0.005232293604498985,4.0,4.0,12,5,2,-1,-2,100,100,0.9990000000000001,1.003,1.003,1.0050000000000003,,,0.012,1.011,2.014,3.017,4.022,,,0.7389316612515577,683.2276106672062,286.5286560058594,rej190,AL,Alf,Y,L,1135
55.27891999999999,83.27951999999998,106.03169,118.49252,122.6997,0.0,0.0,0.010208754850781331,0.006792139463853085,0.00942544103036902,0.013612305871821806,0.01582789977946707,4.0,4.0,12,8,0,-1,-4,100,100,1.002,0.998,1.005,1.0030000000000006,,,0.012,1.014,2.012,3.017,4.0200000000000005,,,0.9346764145949265,683.2276106672062,286.5286560058594,rej190,AL,Alf,Y,L,1136
41.23329,95.75139,98.84555,76.14326,51.34253,0.0,0.0,16.0,16.0,16.0,16.0,16.0,4.0,4.0,2,0,0,-1,0,100,100,1.004,1.006,1.005,1.0070000000000001,,,0.002,1.006,2.012,3.017,4.024,,,1.2737346662472544,683.2276106672062,286.5286560058594,rej190,BL,Broc,Y,L,1137
56.79854,114.94659,136.2909,94.92599,58.42313000000001,0.0,0.0,16.0,16.0,16.0,16.0,16.0,4.0,4.0,0,1,0,-1,-2,100,100,1.007,1.005,1.005,1.0050000000000003,,,0.0,1.007,2.012,3.017,4.022,,,1.2819009322096562,683.2276106672062,286.5286560058594,rej190,BL,Broc,Y,L,1138
63.48119000000001,129.88698,148.35568999999995,127.73684,59.42846,0.0,0.0,16.0,16.0,16.0,16.0,16.0,4.0,4.0,-3,-3,-4,-5,-4,100,100,1.006,1.005,1.005,1.0070000000000006,,,-0.003,1.003,2.008,3.013,4.0200000000000005,,,0.4606300033649445,683.2276106672062,286.5286560058594,rej190,BL,Broc,Y,L,1139
31.53117,70.92876,103.21203,121.73417,,0.0,0.0,0.027151313445305345,0.020412071750066808,0.017581034637213357,0.04854912941948252,0.06780999991115924,4.0,4.0,-2,-3,-12,-16,-3,100,100,1.005,0.997,1.0019999999999998,1.0190000000000001,,,-0.002,1.003,2.0,3.002,4.021,,,1.4690302924038023,487.1785120555336,283.4839324951172,rej191,AL,Alf,N,U,1140
33.28845,70.61335,59.22146,72.37535,44.47286,0.0,0.0,0.01956498136621941,0.017070785146510985,0.027526598981170453,0.004581693365315582,0.009999380715082948,4.0,4.0,0,-2,-3,-14,-22,100,100,1.004,1.005,0.995,0.9979999999999998,,,0.0,1.004,2.009,3.004,4.002,,,7.00460063101388,487.1785120555336,283.4839324951172,rej191,AL,Alf,N,U,1141
33.75175,81.43998,128.39582,128.60057,,0.0,0.0,0.01736240903263277,0.01154284950185568,0.03069852463017645,0.0056120541263597725,0.013780679239112166,4.0,4.0,-2,-2,-16,-18,-22,100,100,1.006,0.992,1.004,1.0019999999999998,,,-0.002,1.004,1.996,3.0,4.002,,,0.9441821858095027,487.1785120555336,283.4839324951172,rej191,AL,Alf,N,U,1142
606.4071,1090.2933,992.1828,684.1456,369.861,0.0,0.0,0.009375761080677477,0.010883722276576262,0.012067067429312895,0.013390181423916346,0.009332126854653731,4.0,4.0,2,1,0,-1,-2,100,100,1.005,1.005,1.005,1.0050000000000003,,,0.002,1.007,2.012,3.017,4.022,,,0.0,487.1785120555336,283.4839324951172,rej191,BL,Broc,Y,L,1143
805.0632,1247.5757,1227.2044,811.3567,441.4426,0.0,0.0,0.010171024726994979,0.008734848781487203,0.011271134779470764,0.01014181478952678,0.010943039676062995,4.0,4.0,1,0,-1,-1,-2,100,100,1.005,1.005,1.0059999999999998,1.0050000000000003,,,0.001,1.006,2.011,3.017,4.022,,,0.0,487.1785120555336,283.4839324951172,rej191,BL,Broc,Y,L,1144
607.1996,1010.1646,919.8403,644.3428,339.5699,0.0,0.0,0.014504757522955863,0.012525777236457805,0.013339378204333705,0.014241905265938557,0.013190279694235744,4.0,4.0,-1,-2,-3,-4,-4,100,100,1.005,1.005,1.005,1.0060000000000011,,,-0.001,1.004,2.009,3.014,4.0200000000000005,,,0.0,487.1785120555336,283.4839324951172,rej191,BL,Broc,Y,L,1145
2101.2960000000007,1110.692,0.0,0.0,0.0,0.0,0.0,0.007131345864636337,0.00889445499480117,4.0,4.0,4.0,4.0,4.0,0,0,100,100,100,100,100,1.006,,,,,,0.0,1.006,,,,,,0.9050966799189224,687.4920410282042,1667.53466796875,rej192,AL,Alf,N,U,1146
